Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00009987,Toothbrush 4000,2022-12-02 02:18:16.826167600,27,9,IM1%203HA,EX34 0LA,1,Dispatched,2022-12-02 09:20:15.132658000,Delivered,2022-12-03 12:02:38.388370000
BRU00009963,Toothbrush 2000,2022-12-02 12:03:01.896975600,72,6,BS36%202SB,CV23 0NA,1,Dispatched,2022-12-02 18:44:39.642168000,Delivered,2022-12-03 21:11:40.780585200
BRU00010582,Toothbrush 4000,2022-12-02 16:46:04.156514800,20,4,BS11%200LG,EH41 4FA,1,Dispatched,2022-12-03 00:06:46.990724800,Delivered,2022-12-04 04:56:43.259856400
BRU00010313,Toothbrush 2000,2022-12-01 20:37:30.437056400,54,3,CM17%200JP,DG2 7LD,1,Dispatched,2022-12-02 04:32:57.819291200,Delivered,2022-12-03 12:08:25.026030800
BRU00010794,Toothbrush 2000,2022-12-02 07:09:55.327548800,75,6,BS16%205BP,FY5 1LL,1,Dispatched,2022-12-02 13:31:52.137410000,Delivered,2022-12-03 10:55:42.940803200
BRU00010318,Toothbrush 2000,2022-12-02 03:03:01.404199200,82,3,DN16%201TJ,CT3 1TR,1,Dispatched,2022-12-02 10:25:15.205200000,Delivered,2022-12-03 09:15:05.508930000
BRU00010503,Toothbrush 2000,2022-12-01 13:50:59.009132400,76,3,CF63%201NL,BN3 6ES,1,Dispatched,2022-12-01 19:59:33.494128800,Delivered,2022-12-03 04:31:36.471856800
BRU00010705,Toothbrush 4000,2022-12-02 05:48:30.131641200,11,8,AB22%208SX,HA8 6PH,1,Dispatched,2022-12-02 13:14:00.120286800,Delivered,2022-12-03 14:27:52.031985600
BRU00010270,Toothbrush 4000,2022-12-01 22:44:51.130870800,29,3,DH4%205PX,CW8 4GU,1,Dispatched,2022-12-02 05:51:24.143335200,Delivered,2022-12-03 04:14:39.108940800
BRU00010531,Toothbrush 4000,2022-12-02 08:36:11.715772399,25,6,HU6%207SU,BS23 2TQ,1,Dispatched,2022-12-02 15:32:48.864955999,Delivered,2022-12-03 23:14:10.099227199
BRU00010648,Toothbrush 2000,2022-12-01 19:04:47.423351600,73,1,BS15%201UW,G66 8EG,1,Dispatched,2022-12-02 02:20:50.353097600,Delivered,2022-12-03 04:18:49.584117200
BRU00010617,Toothbrush 4000,2022-12-02 08:02:28.037548400,24,8,CF38%202RD,CH47 4AB,1,Dispatched,2022-12-02 16:07:48.103090400,Delivered,2022-12-03 13:12:59.576310800
BRU00009893,Toothbrush 4000,2022-12-01 21:25:44.666886000,45,1,EX36%204QY,GL6 9AT,1,Dispatched,2022-12-02 04:31:38.461641600,Delivered,2022-12-03 04:37:12.435412800
BRU00010063,Toothbrush 4000,2022-12-02 16:31:55.493698800,20,3,E7%209DD,DL16 7RE,1,Dispatched,2022-12-02 23:33:42.345709200,Delivered,2022-12-03 23:18:05.233935600
BRU00010140,Toothbrush 4000,2022-12-02 20:29:34.843078799,22,8,EX39%202DN,DD1 9TU,1,Dispatched,2022-12-03 03:49:36.144499199,Delivered,2022-12-04 10:12:57.913121999
BRU00010170,Toothbrush 4000,2022-12-02 11:15:47.293799200,16,5,EN8%208AS,CH46 3RP,1,Dispatched,2022-12-02 19:07:16.959998800,Delivered,2022-12-03 19:55:39.117876400
BRU00010276,Toothbrush 2000,2022-12-02 03:55:54.509551600,78,2,DE13%200FD,BL7 9RX,1,Dispatched,2022-12-02 10:42:14.595810400,Delivered,2022-12-04 08:02:05.283426400
BRU00010188,Toothbrush 4000,2022-12-02 15:52:39.380344400,24,9,BR5%204FA,CM0 7EU,1,Dispatched,2022-12-02 22:52:06.564540800,Delivered,2022-12-04 05:40:06.708321200
BRU00010457,Toothbrush 2000,2022-12-01 18:30:06.268051200,66,1,G72%208YN,CH65 3DQ,1,Dispatched,2022-12-02 01:42:33.668029200,Delivered,2022-12-03 06:31:10.513366800
BRU00010623,Toothbrush 4000,2022-12-02 00:13:32.988099200,25,8,CF62%203HG,CW9 6AH,1,Dispatched,2022-12-02 07:20:37.485695600,Delivered,2022-12-03 07:28:10.824684800
BRU00010112,Toothbrush 2000,2022-12-02 07:42:47.759468000,67,9,CR5%202UY,BD24 9JH,1,Dispatched,2022-12-02 15:24:33.313110800,Delivered,2022-12-03 13:59:27.974370799
BRU00010306,Toothbrush 4000,2022-12-02 18:57:37.583790400,21,1,CH7%202NE,EN8 9DU,1,Dispatched,2022-12-03 01:38:47.911300000,Delivered,2022-12-04 06:28:11.152829200
BRU00010694,Toothbrush 4000,2022-12-02 11:58:56.053820000,31,1,EH21%206RD,CR3 4BU,1,Dispatched,2022-12-02 19:41:32.703594800,Delivered,2022-12-03 23:10:16.958453600
BRU00010239,Toothbrush 2000,2022-12-02 07:08:41.162190000,68,9,EN8%207HY,GU10 1QY,1,Dispatched,2022-12-02 14:34:46.626009600,Delivered,2022-12-03 21:01:39.144867600
BRU00010463,Toothbrush 4000,2022-12-02 01:44:16.888039600,26,7,BL3%204DW,BN10 7HJ,1,Dispatched,2022-12-02 09:36:20.962092400,Delivered,2022-12-03 15:31:33.172577200
BRU00010107,Toothbrush 2000,2022-12-02 10:07:22.489290400,59,9,G33%204AQ,AL5 5LQ,1,Dispatched,2022-12-02 18:16:53.349451600,Delivered,2022-12-03 18:41:29.225510800
BRU00010436,Toothbrush 4000,2022-12-02 00:39:19.956709200,13,6,BD6%202NQ,CH64 2WA,1,Dispatched,2022-12-02 08:17:28.581271200,Delivered,2022-12-03 17:11:28.503010800
BRU00010082,Toothbrush 2000,2022-12-01 17:18:40.494875200,84,6,DE23%206GA,CF62 3ER,1,Dispatched,2022-12-02 01:34:27.437525200,Delivered,2022-12-03 07:20:44.050392400
BRU00010163,Toothbrush 2000,2022-12-02 08:18:46.130580400,76,4,B31%202TH,B19 1HD,1,Dispatched,2022-12-02 15:28:20.077453600,Delivered,2022-12-03 23:07:04.443632800
BRU00010301,Toothbrush 2000,2022-12-01 13:19:43.913324800,87,6,HX5%200JA,GU15 4EY,1,Dispatched,2022-12-01 21:00:39.930514000,Delivered,2022-12-03 04:02:21.858311200
BRU00010229,Toothbrush 2000,2022-12-02 14:29:40.294817600,75,7,CF5%202ES,DL15 0ER,1,Dispatched,2022-12-02 21:32:25.443366800,Delivered,2022-12-03 20:48:10.667452400
BRU00010736,Toothbrush 4000,2022-12-02 00:59:12.669549200,40,9,GL11%204JA,GL11 4JA,1,Dispatched,2022-12-02 07:44:11.241069200,Delivered,2022-12-03 13:14:47.769408800
BRU00010076,Toothbrush 2000,2022-12-02 01:59:03.245478799,53,8,CM7%200SU,CM7 0SU,1,Dispatched,2022-12-02 09:20:43.097104399,Delivered,2022-12-03 07:36:43.496449999
BRU00009908,Toothbrush 4000,2022-12-01 14:54:58.882930400,17,4,DT9%206SZ,DT9 6SZ,1,Dispatched,2022-12-01 21:55:30.234696800,Delivered,2022-12-02 23:59:56.974990399
BRU00010093,Toothbrush 2000,2022-12-02 00:30:47.734828400,74,1,CW1%203TU,CW1 3TU,1,Dispatched,2022-12-02 07:38:12.493235600,Delivered,2022-12-03 18:19:45.075081200
BRU00010068,Toothbrush 4000,2022-12-02 14:06:30.969627600,37,8,HD3%204TJ,HD3 4TJ,1,Dispatched,2022-12-02 21:13:29.952297600,Delivered,2022-12-04 00:09:05.385597600
BRU00010001,Toothbrush 2000,2022-12-01 17:15:50.840608400,52,3,BS24%209NA,BS24 9NA,1,Dispatched,2022-12-02 00:17:19.238522000,Delivered,2022-12-03 03:00:21.469162400
BRU00010266,Toothbrush 4000,2022-12-02 05:32:31.730815600,34,7,DN5%208EW,DN5 8EW,1,Dispatched,2022-12-02 12:33:40.396272400,Delivered,2022-12-03 13:13:41.391630400
BRU00010047,Toothbrush 2000,2022-12-02 01:50:26.404417600,76,6,DN40%203JQ,DN40 3JQ,1,Dispatched,2022-12-02 08:08:32.562415600,Delivered,2022-12-03 12:20:57.188478400
BRU00010160,Toothbrush 4000,2022-12-02 15:22:50.488561200,43,3,GU26%206LX,GU26 6LX,1,Dispatched,2022-12-02 22:43:49.418119200,Delivered,2022-12-04 00:46:17.269309200
BRU00010124,Toothbrush 2000,2022-12-01 17:16:31.606856400,70,3,CH6%205FG,CH6 5FG,1,Dispatched,2022-12-02 00:16:26.368881600,Delivered,2022-12-03 08:08:37.657968000
BRU00010755,Toothbrush 4000,2022-12-01 19:02:00.580935600,18,3,AB31%204FQ,AB31 4FQ,1,Dispatched,2022-12-02 02:43:11.840312400,Delivered,2022-12-03 06:40:46.679902800
BRU00010519,Toothbrush 4000,2022-12-01 19:25:02.076551600,36,5,B13%209DH,B13 9DH,1,Dispatched,2022-12-02 03:15:19.009308800,Delivered,2022-12-03 14:35:48.995950400
BRU00009984,Toothbrush 2000,2022-12-01 23:02:06.334188800,90,9,CM17%200DY,CM17 0DY,1,Dispatched,2022-12-02 06:09:59.570590400,Delivered,2022-12-03 12:30:23.293772000
BRU00010437,Toothbrush 4000,2022-12-02 03:30:56.292890000,30,3,AB31%205BG,AB31 5BG,1,Dispatched,2022-12-02 10:25:14.638824800,Delivered,2022-12-03 13:29:06.724010000
BRU00010467,Toothbrush 4000,2022-12-01 20:17:37.332616000,26,2,GL17%200NH,GL17 0NH,1,Dispatched,2022-12-02 03:25:28.568400400,Delivered,2022-12-03 03:56:01.588889200
BRU00009938,Toothbrush 2000,2022-12-02 04:33:51.394664400,85,2,BA15%201BD,BA15 1BD,1,Dispatched,2022-12-02 11:31:15.352898400,Delivered,2022-12-03 14:46:54.700027200
BRU00010236,Toothbrush 2000,2022-12-01 14:21:47.436604400,81,8,CT18%207FJ,CT18 7FJ,1,Dispatched,2022-12-01 21:40:48.216963200,Delivered,2022-12-02 22:46:40.300178000
BRU00010009,Toothbrush 2000,2022-12-02 01:12:47.637367600,61,3,CF14%202HD,CF14 2HD,1,Dispatched,2022-12-02 08:35:17.447287600,Delivered,2022-12-03 12:39:34.166484400
BRU00010411,Toothbrush 4000,2022-12-01 18:16:56.391255200,17,4,CA11%201BQ,CA11 1BQ,1,Dispatched,2022-12-02 01:36:35.354765600,Delivered,2022-12-03 03:14:18.710261600
BRU00010758,Toothbrush 4000,2022-12-02 07:18:59.453097200,32,3,BS2%200TQ,BS2 0TQ,1,Dispatched,2022-12-02 13:46:15.809546000,Delivered,2022-12-03 16:45:19.015866800
BRU00010168,Toothbrush 4000,2022-12-02 14:38:41.298419600,27,8,BH16%206DH,BH16 6DH,1,Dispatched,2022-12-02 21:26:40.369896800,Delivered,2022-12-04 01:08:16.111768400
BRU00010545,Toothbrush 2000,2022-12-02 03:39:30.221021600,53,6,BH9%201TL,BH9 1TL,1,Dispatched,2022-12-02 10:34:39.290805200,Delivered,2022-12-03 16:16:00.657509600
BRU00010100,Toothbrush 4000,2022-12-02 02:52:12.834623200,24,2,DN8%205QN,DN8 5QN,1,Dispatched,2022-12-02 10:09:01.550817999,Delivered,2022-12-03 07:21:41.995140399
BRU00010238,Toothbrush 2000,2022-12-01 17:26:31.168254000,64,6,CW2%206RW,CW2 6RW,1,Dispatched,2022-12-02 00:19:52.775107200,Delivered,2022-12-03 06:38:54.111853200
BRU00010366,Toothbrush 4000,2022-12-01 20:25:04.532705200,29,1,BS30%209YB,BS30 9YB,1,Dispatched,2022-12-02 03:41:44.250411999,Delivered,2022-12-03 07:43:49.968449199
BRU00009937,Toothbrush 2000,2022-12-02 06:29:09.035812400,71,9,BH22%200DS,BH22 0DS,1,Dispatched,2022-12-02 14:04:25.568372000,Delivered,2022-12-03 15:18:43.851500000
BRU00010205,Toothbrush 4000,2022-12-02 01:30:47.344970000,0,1,GL7%202EF,GL7 2EF,1,Dispatched,2022-12-02 08:34:44.039134399,Delivered,2022-12-03 12:24:34.823493199
BRU00010333,Toothbrush 4000,2022-12-02 10:21:13.161111200,15,5,EX23%209DP,EX23 9DP,1,Dispatched,2022-12-02 17:14:47.023178000,Delivered,2022-12-03 15:15:56.657978000
BRU00010234,Toothbrush 4000,2022-12-02 11:48:40.648365600,30,7,CV31%202EA,CV31 2EA,1,Dispatched,2022-12-02 19:37:45.193777200,Delivered,2022-12-03 21:43:56.579749200
BRU00010547,Toothbrush 4000,2022-12-02 02:56:04.442134000,15,9,CF45%203SN,CF45 3SN,1,Dispatched,2022-12-02 10:14:40.809535600,Delivered,2022-12-03 11:02:50.864836000
BRU00010350,Toothbrush 4000,2022-12-02 01:16:44.891882800,38,6,GU22%209FA,GU22 9FA,1,Dispatched,2022-12-02 08:10:30.899590000,Delivered,2022-12-03 05:12:58.731300400
BRU00009887,Toothbrush 4000,2022-12-02 09:03:40.531274400,21,5,EX1%202QS,EX1 2QS,1,Dispatched,2022-12-02 16:58:09.248431200,Delivered,2022-12-03 22:22:03.692608800
BRU00010633,Toothbrush 2000,2022-12-01 22:06:25.098635200,66,3,IG11%200LE,IG11 0LE,1,Dispatched,2022-12-02 05:05:27.600716800,Delivered,2022-12-03 07:42:12.136334800
BRU00010317,Toothbrush 4000,2022-12-02 03:03:11.221202400,20,9,EX10%200AU,EX10 0AU,1,Dispatched,2022-12-02 10:15:31.853299200,Delivered,2022-12-03 18:30:38.592286800
BRU00010598,Toothbrush 2000,2022-12-01 10:44:05.345447200,78,9,CH7%202GX,CH7 2GX,1,Dispatched,2022-12-01 17:44:26.656918000,Delivered,2022-12-02 21:42:15.207194800
BRU00010658,Toothbrush 2000,2022-12-02 06:48:07.904956000,56,6,GL7%201BB,GL7 1BB,1,Dispatched,2022-12-02 14:05:26.089912000,Delivered,2022-12-03 17:53:22.830634000
BRU00010273,Toothbrush 4000,2022-12-01 12:14:40.900430400,26,4,DN22%207YB,DN22 7YB,1,Dispatched,2022-12-01 19:45:53.659018800,Delivered,2022-12-02 22:19:28.018333199
BRU00010562,Toothbrush 2000,2022-12-02 01:53:54.305514800,78,4,E15%201JP,E15 1JP,1,Dispatched,2022-12-02 09:30:32.033867600,Delivered,2022-12-03 10:26:45.398675600
BRU00010566,Toothbrush 4000,2022-12-01 15:49:34.920342800,13,3,BS5%206JH,BS5 6JH,1,Dispatched,2022-12-01 22:54:49.055457200,Delivered,2022-12-03 02:27:20.419818800
BRU00010343,Toothbrush 2000,2022-12-01 15:58:18.378894800,65,3,G73%202RA,G73 2RA,1,Dispatched,2022-12-01 23:25:42.819449600,Delivered,2022-12-03 08:44:52.193033600
BRU00010716,Toothbrush 4000,2022-12-01 21:46:06.042708400,39,9,EX6%206BP,EX6 6BP,1,Dispatched,2022-12-02 04:31:24.628468000,Delivered,2022-12-03 11:39:42.541580800
BRU00010043,Toothbrush 4000,2022-12-02 09:53:33.571224000,12,7,AB16%205LR,AB16 5LR,1,Dispatched,2022-12-02 16:20:26.588707200,Delivered,2022-12-03 16:31:39.276308400
BRU00010679,Toothbrush 4000,2022-12-02 11:30:21.378277200,14,6,HG1%202LH,HG1 2LH,1,Dispatched,2022-12-02 19:01:05.014874400,Delivered,2022-12-03 22:35:34.787959200
BRU00010069,Toothbrush 2000,2022-12-01 21:55:04.103929599,76,9,DN15%207AZ,DN15 7AZ,1,Dispatched,2022-12-02 05:12:20.293268799,Delivered,2022-12-03 06:06:59.221987599
BRU00010712,Toothbrush 2000,2022-12-02 01:24:27.683603600,65,6,DY2%200AJ,DY2 0AJ,1,Dispatched,2022-12-02 07:56:21.960855200,Delivered,2022-12-03 07:14:42.802194800
BRU00010693,Toothbrush 4000,2022-12-02 07:24:32.976465200,34,1,BS23%204SN,BS23 4SN,1,Dispatched,2022-12-02 14:18:25.140280400,Delivered,2022-12-03 16:19:07.394704400
BRU00009949,Toothbrush 2000,2022-12-01 15:44:57.060906800,69,2,DL1%209AG,DL1 9AG,1,Dispatched,2022-12-01 23:44:45.708789200,Delivered,2022-12-03 02:03:08.311846400
BRU00010257,Toothbrush 2000,2022-12-01 15:16:53.938803200,74,3,E14%209PW,E14 9PW,1,Dispatched,2022-12-01 21:07:01.811706800,Delivered,2022-12-02 21:16:41.778867200
BRU00010420,Toothbrush 2000,2022-12-01 08:16:27.185360800,73,1,DA2%206DU,DA2 6DU,1,Dispatched,2022-12-01 14:46:48.982748799,Delivered,2022-12-02 13:58:32.046181599
BRU00010016,Toothbrush 4000,2022-12-01 15:01:21.274218400,7,9,GU35%209QU,GU35 9QU,1,Dispatched,2022-12-01 22:05:18.314357199,Delivered,2022-12-03 00:19:46.415603199
BRU00010416,Toothbrush 2000,2022-12-02 00:20:21.081834800,93,8,AB53%204DR,AB53 4DR,1,Dispatched,2022-12-02 07:15:40.343099600,Delivered,2022-12-03 13:04:59.166730400
BRU00010024,Toothbrush 4000,2022-12-01 22:31:50.534249200,32,6,HU8%200NH,HU8 0NH,1,Dispatched,2022-12-02 04:59:57.074978800,Delivered,2022-12-03 06:50:57.877238800
BRU00009969,Toothbrush 2000,2022-12-01 19:52:50.209871200,71,7,DA9%209GL,DA9 9GL,1,Dispatched,2022-12-02 03:01:52.751132800,Delivered,2022-12-03 09:01:42.733052800
BRU00010134,Toothbrush 2000,2022-12-01 14:08:33.724374000,63,3,DD4%207PB,DD4 7PB,1,Dispatched,2022-12-01 20:48:42.821928000,Delivered,2022-12-03 01:20:49.024780800
BRU00010466,Toothbrush 2000,2022-12-01 20:13:40.402179200,71,6,DG10%209PG,DG10 9PG,1,Dispatched,2022-12-02 02:10:47.920955600,Delivered,2022-12-03 04:22:09.919809200
BRU00010390,Toothbrush 4000,2022-12-02 15:31:31.578508400,20,9,AB25%201SS,AB25 1SS,1,Dispatched,2022-12-02 22:54:21.384981200,Delivered,2022-12-04 04:55:09.233999600
BRU00010319,Toothbrush 2000,2022-12-01 17:03:20.936319200,90,9,CV35%209RG,CV35 9RG,1,Dispatched,2022-12-02 00:09:58.197935600,Delivered,2022-12-03 03:24:59.267394800
BRU00010179,Toothbrush 4000,2022-12-01 20:13:22.966965600,35,9,B32%204JX,B32 4JX,1,Dispatched,2022-12-02 03:30:49.952456400,Delivered,2022-12-03 10:43:30.079860000
BRU00010621,Toothbrush 4000,2022-12-02 15:58:44.410769600,21,3,DA11%208RY,DA11 8RY,1,Dispatched,2022-12-02 23:13:19.498805600,Delivered,2022-12-04 04:09:42.760946000
BRU00010662,Toothbrush 2000,2022-12-01 15:24:55.331309600,75,7,EX14%203JJ,EX14 3JJ,1,Dispatched,2022-12-01 22:28:08.291234000,Delivered,2022-12-02 22:15:30.140658800
BRU00010320,Toothbrush 4000,2022-12-02 04:57:59.838634000,31,7,E17%200XH,E17 0XH,1,Dispatched,2022-12-02 12:38:37.646238400,Delivered,2022-12-03 06:23:52.854164800
BRU00010046,Toothbrush 2000,2022-12-02 02:35:54.174679200,73,9,HA0%201XD,HA0 1XD,1,Dispatched,2022-12-02 08:55:59.450348400,Delivered,2022-12-03 09:33:08.332093200
BRU00010143,Toothbrush 2000,2022-12-02 04:04:04.685596800,59,2,BD21%202BY,BD21 2BY,1,Dispatched,2022-12-02 11:25:17.899227600,Delivered,2022-12-03 10:38:01.762250400
BRU00010739,Toothbrush 4000,2022-12-02 07:34:25.351274800,2,4,IP28%206JR,IP28 6JR,1,Dispatched,2022-12-02 14:52:36.788942800,Delivered,2022-12-03 19:55:52.496563600
BRU00010442,Toothbrush 4000,2022-12-02 10:36:05.624941600,37,2,EX8%201BE,EX8 1BE,1,Dispatched,2022-12-02 18:17:31.644120400,Delivered,2022-12-03 22:15:21.361996000
BRU00010138,Toothbrush 4000,2022-12-02 02:19:33.058719200,31,3,CO5%209JX,CO5 9JX,1,Dispatched,2022-12-02 09:18:45.873364400,Delivered,2022-12-03 11:26:53.696559200
BRU00010563,Toothbrush 4000,2022-12-01 22:48:46.631963200,36,6,EH14%203BG,EH14 3BG,1,Dispatched,2022-12-02 06:30:52.958786800,Delivered,2022-12-03 12:49:51.837366400
BRU00010092,Toothbrush 2000,2022-12-02 15:30:53.732682000,81,8,DD1%201XA,DD1 1XA,1,Dispatched,2022-12-02 22:47:23.455759200,Delivered,2022-12-04 06:49:11.366353200
BRU00010538,Toothbrush 4000,2022-12-02 03:26:13.785186000,38,1,CH66%204TX,CH66 4TX,1,Dispatched,2022-12-02 11:49:25.815056400,Delivered,2022-12-03 14:54:55.807778400
BRU00010342,Toothbrush 4000,2022-12-02 18:45:32.194735200,27,1,G46%206TE,G46 6TE,1,Dispatched,2022-12-03 01:31:02.192628000,Delivered,2022-12-04 06:50:33.006181200
BRU00010422,Toothbrush 4000,2022-12-02 16:34:45.472010800,34,2,HG1%205DB,HG1 5DB,1,Dispatched,2022-12-03 00:07:11.760753999,Delivered,2022-12-04 06:09:40.667906799
BRU00010574,Toothbrush 4000,2022-12-02 10:45:33.643101600,11,8,E3%202DW,E3 2DW,1,Dispatched,2022-12-02 17:10:38.962995600,Delivered,2022-12-04 04:49:11.874741600
BRU00010533,Toothbrush 2000,2022-12-01 23:28:50.834539200,81,6,B7%205ET,B7 5ET,1,Dispatched,2022-12-02 06:32:33.365799600,Delivered,2022-12-03 13:21:18.158713200
BRU00010413,Toothbrush 2000,2022-12-01 20:23:00.597437600,90,8,CO12%204RP,CO12 4RP,1,Dispatched,2022-12-02 02:43:55.349976800,Delivered,2022-12-03 10:19:23.314512799
BRU00010609,Toothbrush 2000,2022-12-02 06:20:03.483740000,54,2,DN16%202RE,DN16 2RE,1,Dispatched,2022-12-02 13:17:40.995862400,Delivered,2022-12-03 16:13:30.045316400
BRU00010747,Toothbrush 2000,2022-12-01 22:24:30.833382000,64,1,HU5%205LU,HU5 5LU,1,Dispatched,2022-12-02 06:28:02.512215600,Delivered,2022-12-03 14:55:36.862206000
BRU00010707,Toothbrush 4000,2022-12-01 23:23:12.104602800,26,3,HD2%201JX,HD2 1JX,1,Dispatched,2022-12-02 05:44:26.345497200,Delivered,2022-12-03 08:29:08.721351600
BRU00010204,Toothbrush 2000,2022-12-01 15:36:48.090072000,71,1,HG3%203JR,HG3 3JR,1,Dispatched,2022-12-01 21:30:45.842530800,Delivered,2022-12-02 20:39:20.802118800
BRU00010312,Toothbrush 4000,2022-12-02 05:50:54.455160400,28,1,B76%201YT,B76 1YT,1,Dispatched,2022-12-02 13:21:10.944038800,Delivered,2022-12-03 11:11:54.945430000
BRU00010733,Toothbrush 4000,2022-12-02 01:27:52.713912800,35,4,DL12%208ES,DL12 8ES,1,Dispatched,2022-12-02 07:56:29.179080800,Delivered,2022-12-03 12:48:57.207717200
BRU00010690,Toothbrush 2000,2022-12-02 07:43:57.345834400,70,2,FK14%207BF,FK14 7BF,1,Dispatched,2022-12-02 14:38:02.265972400,Delivered,2022-12-03 22:45:38.130494800
BRU00010552,Toothbrush 4000,2022-12-01 23:18:54.847674000,30,6,DL6%202TD,DL6 2TD,1,Dispatched,2022-12-02 07:35:22.441635599,Delivered,2022-12-03 07:49:27.976126799
BRU00010314,Toothbrush 2000,2022-12-02 05:30:53.742797600,70,5,GY7%209QL,GY7 9QL,1,Dispatched,2022-12-02 12:16:34.121243600,Delivered,2022-12-03 12:29:57.888758000
BRU00010262,Toothbrush 4000,2022-12-02 14:16:06.058131600,22,9,BL2%206NA,BL2 6NA,1,Dispatched,2022-12-02 22:48:05.628733200,Delivered,2022-12-04 01:55:09.336738000
BRU00010667,Toothbrush 4000,2022-12-02 12:41:51.498192400,25,9,DL10%205JF,DL10 5JF,1,Dispatched,2022-12-02 19:53:36.220397200,Delivered,2022-12-03 13:06:45.614177200
BRU00010305,Toothbrush 4000,2022-12-02 04:36:21.246235200,29,5,IP17%203DS,IP17 3DS,1,Dispatched,2022-12-02 12:15:34.088198400,Delivered,2022-12-03 19:16:23.856812400
BRU00010014,Toothbrush 2000,2022-12-01 22:49:38.564445600,98,3,EC4N%205AF,EC4N 5AF,1,Dispatched,2022-12-02 06:05:25.909928400,Delivered,2022-12-03 05:29:18.665990400
BRU00010181,Toothbrush 4000,2022-12-02 16:15:35.702186000,33,8,AL3%208JN,AL3 8JN,1,Dispatched,2022-12-02 22:11:07.566039200,Delivered,2022-12-04 05:33:02.378717600
BRU00010479,Toothbrush 2000,2022-12-02 06:35:44.863085600,84,2,CR0%205SJ,CR0 5SJ,1,Dispatched,2022-12-02 13:30:50.201170400,Delivered,2022-12-03 16:12:13.372947200
BRU00010154,Toothbrush 2000,2022-12-01 14:56:02.233855200,59,6,HG5%208AA,HG5 8AA,1,Dispatched,2022-12-01 22:39:35.944249200,Delivered,2022-12-02 22:18:28.950892800
BRU00010345,Toothbrush 2000,2022-12-02 01:39:47.682739200,62,2,CF62%205AZ,CF62 5AZ,1,Dispatched,2022-12-02 08:38:09.912546000,Delivered,2022-12-03 12:13:14.421231600
BRU00010185,Toothbrush 2000,2022-12-02 02:41:34.476380400,82,3,CH64%200TT,CH64 0TT,1,Dispatched,2022-12-02 09:59:20.084883600,Delivered,2022-12-03 18:45:29.639346000
BRU00010328,Toothbrush 4000,2022-12-02 12:19:36.213048400,17,2,CR7%208NY,CR7 8NY,1,Dispatched,2022-12-02 19:13:34.811323600,Delivered,2022-12-03 20:14:40.064225200
BRU00010435,Toothbrush 2000,2022-12-01 12:30:37.076636800,71,8,G41%204AT,G41 4AT,1,Dispatched,2022-12-01 19:15:48.759785200,Delivered,2022-12-03 01:20:47.913708400
BRU00009975,Toothbrush 4000,2022-12-02 01:48:43.334406800,16,9,B13%209HP,B13 9HP,1,Dispatched,2022-12-02 07:52:26.861146400,Delivered,2022-12-03 08:35:22.490427200
BRU00010701,Toothbrush 2000,2022-12-02 01:39:45.610751200,78,5,CA6%205LZ,CA6 5LZ,1,Dispatched,2022-12-02 09:18:49.012214800,Delivered,2022-12-03 18:57:51.460546000
BRU00010050,Toothbrush 2000,2022-12-01 20:55:34.401218400,66,6,DL7%209JA,DL7 9JA,1,Dispatched,2022-12-02 04:12:08.944004400,Delivered,2022-12-03 07:19:19.724626800
BRU00010455,Toothbrush 4000,2022-12-02 23:27:02.870790400,27,5,CW3%209QE,CW3 9QE,1,Dispatched,2022-12-03 06:35:28.036826800,Delivered,2022-12-04 07:21:06.116651200
BRU00010362,Toothbrush 2000,2022-12-01 13:56:52.198375600,68,4,GY6%208LP,GY6 8LP,1,Dispatched,2022-12-01 20:26:59.158853200,Delivered,2022-12-02 21:54:29.888752000
BRU00010268,Toothbrush 4000,2022-12-02 11:50:42.224035200,24,3,hp100dl,hp100dl,1,Dispatched,2022-12-02 19:35:17.728231200,Delivered,2022-12-04 02:03:13.627638000
BRU00010796,Toothbrush 4000,2022-12-01 17:36:17.405129600,29,8,hu114ua,hu114ua,1,Dispatched,2022-12-02 00:18:42.493983200,Delivered,2022-12-02 21:29:57.573903200
BRU00010251,Toothbrush 2000,2022-12-02 05:42:43.882417200,73,3,ex68le,ex68le,1,Dispatched,2022-12-02 12:12:35.219294400,Delivered,2022-12-03 13:00:06.605644800
BRU00010767,Toothbrush 4000,2022-12-02 09:38:44.138130000,31,3,hx19sj,hx19sj,1,Dispatched,2022-12-02 15:57:56.089825200,Delivered,2022-12-03 20:31:36.565716000
BRU00009966,Toothbrush 4000,2022-12-02 08:39:41.132463199,22,4,bl31fr,bl31fr,1,Dispatched,2022-12-02 15:49:45.480216799,Delivered,2022-12-03 21:58:21.204628399
BRU00010264,Toothbrush 2000,2022-12-01 21:43:33.578113599,84,3,ha37lg,ha37lg,1,Dispatched,2022-12-02 04:54:25.120794399,Delivered,2022-12-03 03:09:00.261797199
